CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Gujarat,Geography_Karnataka,Geography_Maharashtra,Geography_Tamil Nadu,Gender_Male
743,51,2,1451182.45,2,1,1,706270.43,0,False,True,False,False,False
835,40,1,415163.23,1,1,0,1861389.97,0,True,False,False,False,False
538,27,5,208840.22,2,1,0,2071753.92,0,False,True,False,False,False
454,60,9,0.0,1,1,1,1541307.57,0,False,False,False,False,False
306,53,5,0.0,2,1,1,1703718.18,0,False,True,False,False,False
737,48,3,588792.68,2,0,1,339523.16,0,False,True,False,False,True
771,64,0,990397.53,1,1,0,1480174.69,0,False,False,False,True,False
756,64,4,1054423.62,1,0,1,868014.84,0,False,False,True,False,False
748,40,0,0.0,1,1,0,1497466.88,0,False,False,False,True,False
402,52,7,0.0,2,1,1,1581722.12,0,False,True,False,False,True
485,29,1,0.0,1,1,0,350077.18,0,True,False,False,False,False
717,54,8,0.0,1,0,1,1194197.24,1,False,False,False,False,False
652,34,8,0.0,2,1,0,2145046.81,0,False,True,False,False,False
595,24,2,0.0,2,1,1,460732.01,0,True,False,False,False,False
816,49,5,1078142.03,1,1,0,1918120.82,0,False,False,True,False,False
821,35,8,361466.44,1,0,0,1460453.98,0,True,False,False,False,False
783,37,6,718013.12,1,0,1,1604995.55,0,False,False,False,True,True
521,39,3,0.0,1,0,1,230558.01,0,False,False,True,False,False
884,58,2,0.0,1,0,0,2184032.08,1,False,False,False,False,True
843,29,1,1450825.71,1,0,0,2274202.9,0,False,False,False,True,False
896,47,9,0.0,2,1,0,1626650.72,0,False,False,True,False,False
804,35,9,0.0,1,0,1,2472399.92,0,False,True,False,False,True
581,57,0,1383685.4,1,0,0,880607.9,1,False,False,False,False,True
692,48,9,771025.4,2,1,1,664425.18,0,False,True,False,False,False
752,24,0,0.0,1,1,1,520665.13,0,False,False,True,False,True
354,41,3,1399523.39,1,1,1,599218.67,0,True,False,False,False,True
355,54,3,972084.81,2,0,0,259519.27,0,True,False,False,False,False
355,39,8,791423.88,2,1,0,1811958.28,0,True,False,False,False,True
463,57,9,872762.64,1,1,1,1973781.26,0,False,False,False,True,True
788,24,0,1155327.32,2,1,0,207238.43,0,False,False,True,False,False
307,57,3,82560.4,2,1,0,722181.98,0,False,False,False,True,True
446,52,2,495539.81,2,1,0,686063.84,1,False,False,True,False,True
705,32,8,81935.73,2,0,1,1650818.43,0,False,False,True,False,False
365,61,4,1180403.88,2,1,0,2007827.81,0,False,False,False,False,False
438,36,8,1372708.78,2,1,1,1847010.96,0,False,True,False,False,False
494,34,9,602254.14,2,1,0,1947891.2,0,False,False,False,True,False
588,21,5,0.0,1,1,0,1833371.2,0,False,False,False,True,False
757,52,8,0.0,2,1,1,1944251.06,0,False,False,False,False,True
728,41,0,15219.34,1,1,0,1483569.08,0,False,False,False,False,True
494,24,3,820204.2,2,1,1,1446691.24,0,True,False,False,False,True
594,29,3,0.0,2,0,1,2087731.17,0,False,False,False,False,True
720,42,9,0.0,1,1,0,1600300.91,0,False,True,False,False,False
349,32,9,0.0,1,1,1,518477.84,0,False,False,True,False,False
569,50,5,0.0,2,0,1,2188869.02,0,False,False,False,True,True
677,50,9,301946.77,1,1,1,1297731.18,0,False,False,False,True,False
841,52,0,0.0,1,1,0,764860.49,0,False,False,True,False,True
457,56,9,0.0,2,0,0,1051307.07,0,False,False,True,False,True
420,27,4,0.0,1,1,1,1501987.71,0,False,False,False,True,False
877,37,2,1298352.2,2,0,1,1093579.38,0,False,False,False,True,True
400,21,0,0.0,1,1,1,1554187.64,0,False,False,False,False,True
632,34,5,723133.6,3,1,0,1481477.24,0,True,False,False,False,True
594,64,2,1407084.65,2,1,0,1460468.1,1,False,False,True,False,True
725,64,3,0.0,2,1,1,1492256.9,0,False,False,False,False,False
383,58,8,157024.01,2,1,0,920492.58,0,True,False,False,False,False
354,46,1,0.0,2,1,0,2179711.41,0,False,False,False,False,True
541,47,0,1153479.31,1,1,1,1414902.09,0,False,True,False,False,True
445,36,9,331424.18,1,1,0,286150.81,0,False,False,False,False,False
667,27,5,1498428.48,2,1,0,863299.14,1,False,False,False,False,False
472,52,0,1444902.39,2,1,0,1843613.01,0,True,False,False,False,True
892,45,0,1281397.05,2,0,0,1724149.66,1,False,False,False,False,True
330,51,6,758312.5,2,1,0,631643.63,0,True,False,False,False,False
692,36,1,764092.92,1,1,1,2495898.34,0,False,False,True,False,False
708,61,3,0.0,1,1,0,1632132.06,0,False,False,True,False,True
560,34,3,449501.88,1,0,0,938909.52,0,False,False,True,False,False
818,45,1,0.0,2,0,1,1090833.64,0,False,False,False,True,True
545,50,5,0.0,2,0,1,2313529.08,0,False,False,False,False,True
725,27,9,0.0,2,1,1,1180208.25,0,True,False,False,False,True
747,32,1,1338298.28,2,0,1,739342.66,0,False,True,False,False,False
516,23,7,1087986.66,1,1,1,977351.02,0,True,False,False,False,True
829,47,3,0.0,1,1,0,1410015.48,0,False,False,True,False,True
416,39,0,112753.17,1,1,0,545865.36,0,True,False,False,False,True
538,63,6,1241755.38,1,1,0,298269.37,0,False,False,False,True,False
575,57,5,0.0,1,1,1,1116476.89,1,False,False,False,True,True
301,62,5,0.0,1,0,1,2259306.94,0,False,False,False,True,True
674,27,2,0.0,2,0,1,2330880.4,0,False,False,False,True,True
589,36,9,216626.62,2,1,0,2110981.11,1,False,True,False,False,False
424,52,6,1123965.44,1,0,1,575366.07,0,False,False,True,False,True
462,28,5,0.0,2,0,1,293171.7,0,False,False,True,False,True
496,33,9,421436.98,1,0,0,1404690.87,0,True,False,False,False,True
826,31,9,709953.17,2,1,1,1750185.28,0,False,True,False,False,False
594,40,8,1175492.48,1,1,0,1701771.79,0,False,False,False,True,True
762,38,2,616498.58,2,0,0,807706.71,0,False,True,False,False,False
839,57,2,820097.38,1,1,1,964482.03,0,False,False,True,False,False
311,26,3,0.0,2,1,0,2424810.62,0,False,False,True,False,False
494,40,2,480257.15,2,1,1,1170057.66,0,False,False,False,True,True
565,52,3,1412464.43,2,0,0,1683936.97,1,False,False,False,False,False
636,64,5,1378917.83,2,0,0,1341547.24,0,False,False,True,False,True
575,49,0,0.0,1,1,0,2163084.59,0,False,True,False,False,True
793,24,1,585771.66,1,1,1,2123437.36,0,False,False,True,False,False
544,27,9,0.0,1,0,1,1685495.51,0,False,True,False,False,True
327,63,5,0.0,2,0,0,2341589.3,0,False,False,False,False,True
503,40,5,0.0,1,0,1,661957.24,0,False,False,False,True,True
612,54,0,1206341.81,1,1,0,1424802.25,0,False,False,False,False,False
664,56,5,775937.19,1,1,0,723965.77,0,False,True,False,False,True
336,27,8,1340621.56,2,1,1,417822.14,0,False,False,True,False,False
691,53,7,179816.8,1,1,1,1971136.57,0,False,False,True,False,False
542,35,9,1245507.51,1,1,0,1601468.89,1,False,False,False,False,False
399,52,4,0.0,1,0,0,421100.55,0,False,True,False,False,True
343,42,3,0.0,1,1,1,2474098.51,0,False,True,False,False,False
364,60,5,939735.92,2,1,0,374245.1,1,False,False,False,False,True
477,49,4,87255.27,1,0,1,1774481.38,0,False,False,False,True,True
446,45,5,0.0,2,1,1,1581384.53,0,True,False,False,False,True
860,25,9,562087.61,2,1,1,1140946.31,0,False,False,False,True,True
366,34,2,0.0,1,1,1,2177244.68,0,False,False,True,False,True
646,55,6,652831.27,2,0,1,990853.22,0,False,True,False,False,True
345,22,7,973661.63,4,1,0,2089225.51,0,False,False,True,False,True
369,45,4,0.0,1,0,0,1556565.09,1,False,False,True,False,True
713,36,4,707579.15,1,0,1,1090638.37,0,True,False,False,False,False
753,36,3,189524.76,2,1,0,977767.64,0,False,False,True,False,False
508,31,9,122751.14,1,1,1,785649.01,0,False,True,False,False,False
506,55,4,0.0,2,1,0,219891.58,1,False,True,False,False,True
680,43,9,0.0,2,1,0,1620196.94,0,False,False,False,True,True
382,25,7,1126096.45,1,1,0,1234326.86,0,False,True,False,False,False
585,55,4,0.0,1,1,0,962314.75,0,False,False,True,False,True
756,49,8,665040.14,2,0,1,587164.99,1,False,False,False,False,False
717,25,0,1356165.57,1,0,1,182192.63,0,False,True,False,False,True
537,23,6,1063572.69,1,1,1,1747702.19,0,False,False,True,False,False
645,26,4,1150688.39,2,1,1,2174558.84,1,False,False,False,False,True
665,43,3,709276.99,1,1,1,995607.45,0,False,False,True,False,True
656,22,2,1118813.47,2,0,1,1435536.5,0,False,False,True,False,False
360,38,9,1009886.5,2,1,1,1567720.76,0,False,False,False,False,False
683,50,6,204896.33,2,0,0,753448.72,0,False,False,True,False,True
462,58,1,141241.62,1,1,0,1312079.16,0,False,True,False,False,True
877,25,4,268961.52,2,1,0,1724564.3,1,False,False,False,True,False
312,31,1,123891.48,2,1,0,2212971.76,0,False,False,False,True,True
871,21,6,869048.83,1,0,1,2051687.48,0,False,False,True,False,True
406,30,5,0.0,2,0,0,2196847.1,0,False,False,True,False,True
662,61,9,1161409.18,1,1,0,2492784.33,0,False,False,True,False,True
564,64,6,0.0,1,1,0,788444.79,0,False,True,False,False,False
407,46,8,1245965.9,1,1,1,1865602.39,0,False,False,False,True,True
767,53,1,1352280.52,2,1,0,1482268.68,0,False,False,True,False,True
567,47,8,459482.45,3,0,0,1539483.76,0,True,False,False,False,True
534,32,6,139851.55,2,1,0,851675.12,0,False,False,True,False,True
514,22,1,0.0,2,1,0,2149213.87,0,False,True,False,False,True
755,21,9,0.0,2,1,1,2010964.23,0,False,False,False,True,True
577,21,1,0.0,2,1,0,2085672.92,1,True,False,False,False,True
638,53,3,0.0,2,1,1,2492985.3,0,False,False,False,True,False
464,42,1,1461261.06,2,1,1,896743.36,0,False,False,False,True,True
340,32,0,0.0,1,0,1,2441357.2,0,False,False,False,False,False
512,59,5,921239.81,1,0,0,666207.09,0,False,False,False,True,True
414,56,9,1151588.99,1,1,1,390321.74,0,False,False,True,False,True
760,41,4,0.0,1,1,1,203791.9,0,True,False,False,False,True
434,40,2,0.0,1,1,1,723564.07,0,False,True,False,False,True
644,56,0,694190.41,2,1,1,905152.96,0,False,False,False,True,False
332,46,8,961345.21,2,0,0,897257.15,1,False,True,False,False,False
814,51,7,1259190.23,2,1,0,2337440.61,0,False,True,False,False,False
850,21,5,0.0,1,0,1,906329.38,0,False,True,False,False,False
651,58,5,0.0,2,1,1,1709507.61,1,False,False,False,True,True
799,34,3,1405388.43,1,1,0,2466038.66,0,False,False,True,False,True
797,46,1,305945.06,2,1,0,861947.72,1,False,False,True,False,False
578,62,3,1033964.02,2,1,1,2442732.84,0,False,False,True,False,False
749,27,1,0.0,2,0,1,1949351.2,0,False,False,True,False,True
601,32,6,1352234.52,1,0,0,2065009.41,0,True,False,False,False,True
817,44,8,1123301.95,2,1,0,1499358.98,0,False,False,True,False,True
576,39,1,0.0,1,1,1,1984089.01,0,True,False,False,False,False
379,29,8,0.0,1,0,1,1595214.06,0,False,False,False,False,True
750,55,8,1454856.18,3,1,0,1304682.68,0,False,False,True,False,True
554,24,7,1270117.3,3,1,0,2161703.78,0,False,False,False,True,True
513,62,0,0.0,1,1,0,2084116.44,0,False,False,False,True,False
406,52,4,464420.66,2,1,0,1098621.33,0,False,True,False,False,True
400,26,9,496743.74,1,0,1,276230.84,0,False,True,False,False,False
667,48,3,722187.98,1,0,1,2328437.2,0,False,False,False,True,True
861,48,6,417482.78,2,1,1,1995045.32,1,False,False,True,False,False
328,60,7,1244920.24,1,0,1,2170075.86,0,True,False,False,False,False
656,49,9,0.0,2,0,1,234984.62,0,True,False,False,False,True
702,62,7,23762.75,1,1,0,2207839.58,1,False,False,False,True,True
394,25,1,587335.11,2,1,0,1267818.69,0,False,False,True,False,True
869,25,2,0.0,2,1,0,2292056.9,0,False,False,False,True,True
441,57,9,990582.94,2,1,1,1785739.04,0,False,False,True,False,False
424,61,9,0.0,2,0,0,1167508.75,0,False,False,True,False,True
362,48,6,748467.13,3,1,0,467024.76,0,False,False,False,False,True
671,61,3,0.0,3,1,0,1473715.21,0,False,True,False,False,True
503,29,5,0.0,2,1,1,1824704.94,0,True,False,False,False,True
619,49,7,274427.48,2,0,1,2277413.53,0,False,False,False,True,False
438,34,7,1459704.35,2,1,1,2233918.99,0,False,False,False,True,True
474,58,6,623205.71,1,1,0,780058.95,0,False,False,False,False,False
791,60,1,962232.65,1,1,0,354147.57,1,False,False,False,False,False
481,54,1,313292.99,1,1,0,1269801.16,1,False,False,False,False,True
796,57,2,0.0,2,1,1,821317.76,0,True,False,False,False,True
428,62,3,1420424.63,1,0,0,916424.03,0,False,False,True,False,False
821,34,0,1191280.36,2,0,1,1728408.71,0,True,False,False,False,True
560,38,4,657062.09,1,0,1,1912120.62,0,False,True,False,False,True
352,53,6,625729.28,2,1,1,1881786.7,0,False,False,False,False,True
390,54,9,1335245.99,2,1,0,2075957.2,1,False,False,False,True,False
549,48,4,1303722.7,1,1,1,280832.11,0,False,True,False,False,False
527,56,6,1387251.01,2,1,0,2419701.47,0,True,False,False,False,True
735,57,4,0.0,2,1,1,965254.15,0,True,False,False,False,True
857,43,9,994937.75,1,1,0,1031676.27,0,False,False,False,False,False
388,62,7,1009274.87,2,1,1,1646349.24,0,False,False,False,False,False
594,37,6,543206.16,1,1,1,702921.63,0,False,True,False,False,False
341,31,0,146356.56,1,1,0,1752582.78,0,True,False,False,False,False
842,52,0,161062.8,1,0,1,788895.88,0,False,False,True,False,True
882,57,4,1265127.46,2,0,1,1808179.87,0,False,True,False,False,False
772,35,1,0.0,2,1,1,2077297.36,0,False,True,False,False,True
769,24,8,1336137.91,2,1,0,2268508.35,0,False,False,False,True,True
374,59,1,432995.28,2,0,1,1127065.89,1,False,False,True,False,False
687,50,8,0.0,1,0,1,2052351.96,1,False,False,False,True,True
781,30,9,592340.78,1,1,1,1258972.22,0,True,False,False,False,False
839,43,1,1087347.28,2,1,1,750449.69,0,False,False,True,False,True
301,44,3,0.0,2,1,1,1877190.31,0,False,False,True,False,False
837,56,2,229522.71,1,1,1,863270.52,0,True,False,False,False,False
470,25,5,1471789.4,2,1,0,576082.24,0,False,False,True,False,True
773,57,3,0.0,1,1,0,461168.96,0,True,False,False,False,False
721,63,8,411483.77,2,1,0,1102702.22,1,False,True,False,False,True
832,39,8,0.0,2,1,0,1910782.31,0,False,False,True,False,False
585,57,9,345283.17,2,0,0,2068250.54,0,True,False,False,False,True
337,28,8,1488317.32,2,1,0,2116331.91,0,False,False,False,False,False
424,27,2,525714.12,2,1,0,1172968.46,0,False,True,False,False,True
614,60,2,0.0,1,0,1,267671.68,0,False,False,False,False,True
870,33,3,0.0,2,1,0,593819.35,0,False,True,False,False,True
343,57,8,0.0,2,0,1,633159.11,0,False,False,True,False,True
631,47,5,0.0,2,0,1,1348803.92,0,False,False,False,False,False
842,38,8,0.0,1,1,1,2304789.63,0,True,False,False,False,False
464,44,7,350177.23,2,0,1,482256.09,1,False,False,False,False,False
657,61,6,1197362.33,1,0,0,258112.5,0,False,False,False,True,True
811,22,4,0.0,1,1,0,180994.2,1,False,False,False,False,True
754,36,8,138225.53,2,1,0,2269370.66,0,False,False,False,True,True
518,34,3,563158.23,1,1,1,2087341.8,0,False,False,True,False,False
483,37,3,0.0,1,0,1,2414139.4,0,True,False,False,False,False
682,26,7,0.0,1,0,0,1804769.06,1,False,True,False,False,True
598,55,3,265380.4,2,1,0,1596763.77,0,False,False,True,False,True
702,37,6,1265384.97,1,1,0,465792.2,0,False,False,True,False,True
740,58,3,709310.21,1,1,1,1515561.62,0,False,False,True,False,False
876,60,0,1293460.61,2,1,1,2014677.7,0,False,True,False,False,False
678,26,9,1146442.75,1,1,1,2196857.75,0,False,False,False,False,False
861,58,8,1084529.97,1,1,1,2198631.36,0,False,False,False,True,True
608,41,3,408997.01,2,0,0,884111.85,0,False,False,False,False,False
769,55,2,0.0,2,0,1,620717.68,0,False,False,True,False,False
350,43,2,0.0,2,1,0,524388.38,0,False,True,False,False,True
575,32,8,1282075.63,1,1,1,1674221.08,0,False,False,False,True,True
856,49,7,0.0,2,0,0,342445.45,1,False,False,True,False,True
733,47,9,604673.75,2,1,0,2199796.94,0,False,False,True,False,True
679,26,6,692484.37,1,0,1,2054112.0,0,False,False,True,False,False
414,41,6,0.0,2,1,1,196091.97,0,False,False,False,True,True
435,27,3,689494.14,2,0,1,1543002.83,0,False,False,False,True,False
666,63,2,148448.08,1,1,0,1648939.22,1,False,True,False,False,False
320,61,3,0.0,2,0,1,2282175.25,0,False,False,False,True,True
829,36,5,1173281.09,1,1,1,1420812.85,0,False,False,False,True,False
661,25,3,649814.53,2,1,1,299981.29,0,False,True,False,False,True
570,35,3,0.0,2,1,1,1765540.52,0,True,False,False,False,True
518,41,1,814384.21,1,1,0,990841.83,1,False,False,True,False,True
618,24,6,91619.49,2,0,0,1362179.89,1,False,False,True,False,True
765,25,5,0.0,2,0,1,735144.38,0,False,False,False,False,True
703,27,1,313558.21,1,1,1,2176254.09,0,False,False,True,False,True
420,55,4,1497250.83,2,0,0,1544375.86,0,False,True,False,False,True
361,56,5,190380.92,1,1,1,1908870.22,0,True,False,False,False,True
396,35,4,0.0,2,0,0,528946.63,0,False,False,True,False,False
735,48,3,1019014.27,1,0,0,1490932.9,0,False,False,True,False,True
713,22,8,0.0,1,0,1,879559.62,0,False,True,False,False,False
428,25,2,0.0,1,0,1,239253.36,0,True,False,False,False,True
545,27,1,0.0,2,1,0,1870327.6,1,False,False,False,False,False
309,42,8,0.0,2,1,0,2451582.43,0,False,True,False,False,True
876,51,7,867883.64,2,1,1,1868633.1,0,False,False,True,False,False
716,52,8,0.0,2,1,1,375001.76,0,False,False,True,False,True
648,28,9,0.0,1,0,1,1641589.86,1,True,False,False,False,False
718,61,2,1339929.13,1,1,0,2102674.52,0,True,False,False,False,True
464,62,0,0.0,2,0,1,554225.27,0,False,False,True,False,True
478,31,0,534062.62,1,0,1,2455640.09,0,True,False,False,False,False
353,21,2,984375.24,1,0,1,1626795.96,0,False,True,False,False,True
618,60,3,613388.61,2,1,0,2458377.22,0,True,False,False,False,True
345,39,1,0.0,1,1,1,1641981.15,0,False,True,False,False,True
729,64,7,0.0,1,1,1,1731380.27,0,False,True,False,False,False
676,58,2,0.0,1,1,1,1942243.55,0,False,True,False,False,False
477,62,3,0.0,1,1,1,2044855.35,0,False,False,False,True,True
818,57,5,790467.74,2,1,0,2217910.82,0,False,False,True,False,False
895,27,9,0.0,1,0,0,1924822.26,0,False,False,True,False,True
427,59,5,517037.5,1,0,1,1245921.41,0,False,False,False,False,True
790,45,1,416151.23,2,1,1,768944.76,0,False,False,False,True,False
533,42,5,1036991.61,2,1,1,1101357.36,0,False,False,True,False,False
311,47,3,1217244.1,2,0,0,2314083.91,0,False,False,False,True,False
885,61,4,582437.86,2,0,1,2182298.95,0,True,False,False,False,True
849,58,6,0.0,2,0,0,1020549.11,1,False,False,True,False,True
787,59,6,37136.46,2,1,0,1161966.83,0,False,False,False,True,True
706,35,5,0.0,2,1,0,862643.95,0,False,False,False,False,True
778,22,9,378788.81,2,1,1,1623125.95,0,True,False,False,False,True
513,28,5,622277.35,2,1,1,1015294.78,0,False,False,True,False,False
320,64,5,838127.7,1,0,0,2044061.4,0,False,False,False,True,False
767,63,3,0.0,2,1,0,1284423.65,1,False,False,False,True,True
744,26,2,638195.86,1,1,1,690683.99,0,True,False,False,False,True
510,40,0,0.0,2,0,1,1214160.52,0,False,False,False,True,False
548,47,2,0.0,2,1,0,1885659.24,0,False,True,False,False,True
406,43,2,419634.82,2,1,0,1232685.42,1,False,True,False,False,False
816,60,8,0.0,1,1,1,1507209.55,1,True,False,False,False,True
764,37,2,459449.04,1,1,1,2300627.32,0,False,True,False,False,True
587,33,7,0.0,1,0,1,1834215.68,0,False,False,True,False,False
328,24,7,128714.8,1,1,1,2492663.42,0,True,False,False,False,True
417,40,2,1055031.66,2,0,1,357641.12,0,False,False,False,True,True
432,62,9,0.0,1,0,1,1920902.2,0,False,False,False,True,True
457,45,9,0.0,3,1,1,1879853.04,1,False,False,True,False,False
472,42,5,817674.49,1,0,1,432576.7,0,False,False,False,True,False
633,37,7,0.0,1,0,1,2420977.65,1,False,False,False,False,True
720,60,7,0.0,2,1,1,2140950.19,1,False,False,False,True,True
559,31,9,139709.46,1,1,1,1367073.58,0,False,False,True,False,False
857,45,9,83967.28,2,0,1,691431.76,0,False,False,False,True,True
435,25,8,807939.77,1,0,0,612506.3,0,True,False,False,False,False
515,41,8,273104.71,1,1,0,476131.28,1,False,False,True,False,True
763,46,7,113468.07,1,1,1,628906.42,0,True,False,False,False,True
523,36,6,943753.06,1,0,1,2325327.89,0,False,False,False,False,False
794,60,9,0.0,2,0,0,1652973.07,0,True,False,False,False,True
317,41,2,748134.37,1,1,1,469271.0,0,False,False,False,True,False
503,52,6,1147685.35,2,1,0,2318211.5,0,False,True,False,False,True
433,24,3,0.0,2,0,1,304787.81,0,False,False,False,True,True
646,58,1,0.0,2,1,0,1129075.01,0,True,False,False,False,False
407,28,7,137202.02,1,1,1,1902892.64,1,False,False,False,False,True
722,29,1,127965.29,2,1,1,2087007.14,0,False,False,False,False,False
812,37,0,867770.78,1,1,1,2135994.21,0,False,False,False,True,True
314,61,4,0.0,2,0,1,2372823.31,0,False,False,False,True,False
804,33,9,1120527.14,1,0,1,801486.26,0,False,False,False,True,False
888,29,8,1053513.07,1,1,1,1067361.0,0,False,False,False,True,True
803,26,4,0.0,2,1,0,1650673.3,0,False,False,False,False,False
473,47,1,0.0,2,1,0,2213753.95,0,False,False,False,True,False
410,62,9,1045750.1,1,1,0,1574242.29,0,False,False,True,False,True
416,57,3,0.0,1,0,1,811241.57,1,False,True,False,False,True
340,59,7,349786.94,4,1,1,2040682.6,0,False,False,True,False,True
305,63,6,1019966.86,1,1,0,2272617.15,1,False,False,False,False,True
575,44,4,775264.88,1,1,0,199386.93,0,False,False,False,False,True
367,29,3,378671.15,1,1,1,191756.74,0,False,False,False,False,True
790,62,4,0.0,2,0,0,2393279.2,0,False,False,False,True,True
426,31,6,517595.42,2,0,0,1471087.27,0,False,False,False,False,False
885,55,4,0.0,1,1,1,384797.18,0,False,False,False,False,True
424,49,7,711151.57,2,1,1,1006966.15,0,False,False,True,False,False
557,28,6,1453381.23,2,1,1,1496047.99,0,False,False,False,False,True
650,37,6,0.0,2,1,0,1630521.14,0,False,False,True,False,True
608,27,8,0.0,4,1,1,558543.5,1,False,False,True,False,False
548,32,7,0.0,1,0,1,2128918.03,0,False,True,False,False,True
817,35,7,1424987.72,2,0,1,1444164.78,0,False,False,False,True,True
342,49,5,88548.73,2,0,1,1398434.07,0,False,True,False,False,True
702,44,6,1125774.85,1,0,0,1434908.73,0,False,True,False,False,True
445,57,7,486226.46,2,0,1,324433.53,0,False,False,False,False,True
585,34,4,0.0,2,0,1,1924991.84,0,True,False,False,False,False
498,31,9,0.0,2,0,1,366902.43,0,False,True,False,False,True
700,55,1,0.0,2,0,1,1254740.46,0,False,True,False,False,False
480,37,6,314593.83,1,0,0,1546628.21,0,False,False,True,False,False
491,47,9,1077563.3,2,1,0,670632.71,0,False,False,False,False,True
430,64,2,335537.65,1,1,1,1298606.52,0,False,False,False,False,True
708,23,9,0.0,1,1,1,844548.86,0,False,False,False,False,False
713,22,7,504722.83,2,1,0,1826312.27,0,False,True,False,False,False
463,24,5,0.0,2,1,0,1418031.19,0,False,True,False,False,True
633,38,3,0.0,2,1,1,394879.67,0,False,True,False,False,True
450,40,1,238859.39,2,1,1,1571706.13,0,False,False,False,True,True
413,41,6,1402245.04,1,1,0,496127.68,0,False,False,False,True,True
827,34,0,678684.78,2,1,0,186379.49,0,False,False,False,True,False
660,28,6,0.0,2,1,0,519327.54,0,True,False,False,False,False
488,22,9,1142006.2,1,1,0,189968.68,0,False,False,True,False,True
529,46,9,1039725.14,1,1,1,2472078.65,1,False,False,True,False,False
594,39,6,1106641.07,2,1,1,1650420.39,0,False,False,True,False,False
816,62,9,255647.31,1,1,1,1631191.04,0,False,True,False,False,True
373,48,2,0.0,1,1,1,2345075.15,0,True,False,False,False,True
329,49,3,0.0,2,1,1,475889.48,0,False,False,True,False,False
635,25,3,1003533.11,4,1,0,244113.81,1,True,False,False,False,False
566,63,3,0.0,2,1,1,1763618.09,0,False,False,True,False,False
314,48,8,1030234.99,2,1,1,1613375.94,0,True,False,False,False,True
727,61,5,1179372.65,1,1,0,2278873.11,0,False,False,False,False,True
865,46,9,876204.53,1,0,1,929829.77,0,False,False,True,False,True
312,25,8,1226308.04,3,0,1,1461806.56,0,False,True,False,False,True
874,35,3,488767.21,2,1,1,1489938.01,0,False,False,False,False,False
611,29,6,106576.6,2,1,1,775296.56,0,False,False,False,False,True
594,52,9,305946.61,1,0,1,1015299.11,0,False,False,False,False,False
366,46,8,0.0,2,1,1,988350.86,0,False,False,False,True,True
724,57,9,0.0,1,1,0,2139145.43,0,False,True,False,False,False
389,35,2,0.0,1,1,0,1051208.16,0,False,False,False,False,False
694,61,2,0.0,1,0,0,1625632.91,0,False,True,False,False,True
753,24,5,777984.93,2,0,0,1047412.08,0,False,False,False,True,False
887,56,7,1223533.6,2,1,0,376919.34,1,False,False,False,False,True
897,40,0,1307289.81,2,1,1,2327809.46,0,False,False,False,False,True
823,47,3,420926.76,1,1,1,362568.66,0,False,False,True,False,False
719,41,7,0.0,2,0,0,203357.14,0,False,False,True,False,False
572,42,5,0.0,2,1,1,808995.38,0,False,False,False,True,True
531,27,1,632103.93,1,1,0,824112.91,0,False,False,True,False,False
472,51,7,0.0,2,1,0,853404.12,0,False,True,False,False,False
382,37,0,100777.9,3,1,1,2039682.87,0,False,False,False,True,False
401,27,0,45875.34,1,0,0,845602.58,0,False,False,True,False,True
404,39,6,928782.05,1,0,0,1644053.21,0,False,True,False,False,False
342,48,9,0.0,3,1,0,197290.35,0,False,False,False,False,True
538,30,2,226786.87,1,0,1,2250480.82,0,True,False,False,False,True
574,47,7,540459.81,1,1,1,783090.35,0,False,True,False,False,True
396,33,8,0.0,2,1,1,1427113.45,0,False,False,False,True,True
314,22,7,1119486.71,2,0,1,1498498.09,0,False,True,False,False,False
608,42,0,975663.89,2,0,0,736596.48,0,False,False,True,False,True
528,40,0,1443753.25,2,0,1,1551090.68,0,False,True,False,False,False
831,63,5,606021.54,2,1,1,2191234.29,0,True,False,False,False,True
731,25,0,44665.02,1,0,1,948244.76,0,False,True,False,False,False
704,26,7,1271039.62,1,1,1,2346180.5,0,False,False,False,True,False
696,55,5,0.0,1,0,1,724288.09,1,True,False,False,False,False
557,21,4,406850.73,2,1,1,453535.21,0,False,False,True,False,False
663,55,5,0.0,2,1,1,991241.24,0,False,False,True,False,True
433,23,3,0.0,1,1,1,2250805.18,0,False,True,False,False,False
392,56,0,0.0,1,1,1,554389.46,0,False,False,False,False,False
782,27,6,294711.15,2,1,1,1144785.64,0,False,False,False,True,True
629,49,9,0.0,1,0,0,1628326.76,0,True,False,False,False,False
767,35,8,0.0,1,0,0,2072365.59,1,False,False,False,False,True
644,31,3,882955.47,2,1,1,2279794.87,0,False,False,True,False,True
821,38,3,1323580.41,2,0,1,2481108.75,0,False,False,False,True,False
710,64,8,802517.25,1,1,0,2141028.62,1,False,False,False,False,True
690,24,3,0.0,2,1,1,202043.74,0,False,False,False,True,False
861,44,9,1117405.48,3,1,0,1091546.67,0,False,False,False,False,True
385,31,3,0.0,1,1,0,2161873.21,0,False,False,False,True,True
345,26,7,727696.1,2,0,1,2444488.01,0,False,False,True,False,True
812,38,3,10048.58,2,0,0,318086.88,0,False,True,False,False,True
644,35,8,0.0,1,1,1,968474.87,0,False,True,False,False,False
738,23,7,816938.13,2,1,0,1690040.9,0,False,True,False,False,True
547,37,4,70534.26,1,1,0,1128258.53,0,False,False,True,False,True
